date,hors,u,v,ws,wd
2009083112,22,1.3,1.95,2.34,33.7
2009083112,23,0.92,1.95,2.16,25.19
2009083112,24,0.83,1.87,2.05,23.86
2009083112,25,1.25,1.64,2.06,37.33
2009083112,26,1.98,1.31,2.37,56.45
2009083112,27,2.7,0.97,2.87,70.14
2009083112,28,3.15,0.69,3.23,77.63
2009083112,29,3.39,0.47,3.42,82.16
2009083112,30,3.52,0.28,3.53,85.39
2009083112,31,3.61,0.13,3.62,87.9
2009083112,32,3.64,0.04,3.64,89.39
2009083112,33,3.53,0.03,3.53,89.44
2009083112,34,3.24,0.15,3.25,87.31
2009083112,35,2.85,0.43,2.88,81.44
2009083112,36,2.44,0.9,2.6,69.76
2009083112,37,2.07,1.56,2.59,53.11
2009083112,38,1.74,2.25,2.85,37.76
2009083112,39,1.4,2.79,3.12,26.66
2009083112,40,1.02,3.04,3.2,18.58
2009083112,41,0.66,3.08,3.15,12.17
2009083112,42,0.42,3.08,3.1,7.7
2009083112,43,0.33,3.13,3.15,6.06
2009083112,44,0.37,3.19,3.21,6.59
2009083112,45,0.45,3.14,3.17,8.18
2009083112,46,0.54,2.93,2.98,10.38
2009083112,47,0.67,2.62,2.7,14.28
2009083112,48,0.91,2.31,2.48,21.5
2009090100,1,2,-1.5,2.51,126.9
2009090100,2,2.06,-1.37,2.47,123.74
2009090100,3,1.8,-0.92,2.02,116.96
2009090100,4,1.36,-0.25,1.38,100.24
2009090100,5,0.92,0.5,1.05,61.5
2009090100,6,0.67,1.18,1.36,29.75
2009090100,7,0.75,1.67,1.83,24.03
2009090100,8,0.98,1.98,2.21,26.24
2009090100,9,1.13,2.12,2.4,28.06
2009090100,10,1.06,2.11,2.36,26.61
2009090100,11,0.93,1.95,2.16,25.45
2009090100,12,1.01,1.65,1.94,31.31
2009090100,13,1.46,1.24,1.92,49.64
2009090100,14,2.11,0.8,2.26,69.15
2009090100,15,2.7,0.46,2.74,80.36
2009090100,16,3.03,0.28,3.04,84.7
2009090100,17,3.17,0.21,3.18,86.15
2009090100,18,3.25,0.16,3.26,87.15
2009090100,19,3.37,0.05,3.37,89.07
2009090100,20,3.45,-0.09,3.45,91.56
2009090100,21,3.36,-0.25,3.37,94.27
2009090100,22,3.02,-0.36,3.04,96.85
2009090100,23,2.49,-0.3,2.51,96.86
2009090100,24,1.9,0.08,1.9,87.48
2009090100,25,1.33,0.86,1.59,57.24
2009090100,26,0.84,1.78,1.97,25.24
2009090100,27,0.45,2.53,2.56,10.08
2009090100,28,0.19,2.86,2.87,3.76
2009090100,29,0.05,2.92,2.92,0.97
2009090100,30,0.01,2.89,2.89,0.28
2009090100,31,0.06,2.94,2.95,1.15
2009090100,32,0.13,3.01,3.01,2.5
2009090100,33,0.17,2.95,2.95,3.29
2009090100,34,0.15,2.69,2.69,3.11
2009090100,35,0.16,2.34,2.35,3.99
2009090100,36,0.35,2.06,2.09,9.77
2009090100,37,0.8,1.94,2.1,22.44
2009090100,38,1.38,1.87,2.32,36.38
2009090100,39,1.9,1.66,2.52,48.83
2009090100,40,2.23,1.2,2.53,61.66
2009090100,41,2.37,0.62,2.45,75.35
2009090100,42,2.37,0.11,2.38,87.32
2009090100,43,2.3,-0.18,2.31,94.59
2009090100,44,2.22,-0.36,2.25,99.08
2009090100,45,2.21,-0.54,2.28,103.78
2009090100,46,2.3,-0.82,2.44,109.71
2009090100,47,2.32,-1.01,2.53,113.62
2009090100,48,2.06,-0.86,2.24,112.73
2009090112,1,1.7,1.09,2.02,57.33
2009090112,2,2.29,0.75,2.41,71.85
2009090112,3,2.72,0.48,2.76,80.07
2009090112,4,3.01,0.25,3.02,85.26
2009090112,5,3.2,0.04,3.2,89.26
2009090112,6,3.31,-0.18,3.31,93.18
2009090112,7,3.35,-0.44,3.38,97.5
2009090112,8,3.29,-0.69,3.36,101.87
2009090112,9,3.06,-0.88,3.18,106.03
2009090112,10,2.62,-0.94,2.78,109.76
2009090112,11,2.08,-0.8,2.22,111.03
2009090112,12,1.56,-0.37,1.6,103.17
2009090112,13,1.18,0.39,1.24,71.71
2009090112,14,0.9,1.28,1.56,35.16
2009090112,15,0.68,2.06,2.17,18.19
2009090112,16,0.46,2.55,2.59,10.33
2009090112,17,0.26,2.78,2.79,5.4
2009090112,18,0.08,2.84,2.84,1.66
2009090112,19,-0.07,2.8,2.81,358.6
2009090112,20,-0.19,2.67,2.68,356.02
2009090112,21,-0.27,2.43,2.44,353.65
2009090112,22,-0.31,2.08,2.1,351.6
2009090112,23,-0.23,1.73,1.75,352.44
2009090112,24,0.04,1.51,1.51,1.56
2009090112,25,0.55,1.5,1.6,20
2009090112,26,1.18,1.56,1.95,37.05
2009090112,27,1.78,1.48,2.32,50.2
2009090112,28,2.23,1.14,2.5,62.95
2009090112,29,2.49,0.63,2.57,75.91
2009090112,30,2.56,0.1,2.56,87.69
2009090112,31,2.43,-0.3,2.45,97.09
2009090112,32,2.24,-0.6,2.32,104.91
2009090112,33,2.13,-0.82,2.28,111.03
2009090112,34,2.17,-0.98,2.38,114.28
2009090112,35,2.2,-0.99,2.41,114.22
2009090112,36,1.97,-0.73,2.1,110.27
2009090112,37,1.35,-0.14,1.36,95.9
2009090112,38,0.57,0.6,0.82,43.32
2009090112,39,-0.05,1.25,1.25,357.62
2009090112,40,-0.26,1.65,1.67,350.87
2009090112,41,-0.19,1.86,1.87,354.23
2009090112,42,-0.02,2.03,2.03,359.3
2009090112,43,0.06,2.26,2.26,1.62
2009090112,44,0.09,2.49,2.49,2.05
2009090112,45,0.1,2.62,2.62,2.26
2009090112,46,0.16,2.56,2.56,3.47
2009090112,47,0.27,2.34,2.35,6.62
2009090112,48,0.47,1.98,2.03,13.37
2009090200,1,2.49,0.19,2.49,85.59
2009090200,2,2.47,0.56,2.53,77.24
2009090200,3,1.98,0.93,2.19,64.88
2009090200,4,1.19,1.28,1.75,43
2009090200,5,0.35,1.6,1.64,12.32
2009090200,6,-0.3,1.88,1.91,350.89
2009090200,7,-0.58,2.1,2.18,344.49
2009090200,8,-0.6,2.22,2.3,344.84
2009090200,9,-0.54,2.21,2.27,346.23
2009090200,10,-0.53,2.05,2.12,345.55
2009090200,11,-0.47,1.84,1.9,345.6
2009090200,12,-0.23,1.69,1.7,352.39
2009090200,13,0.3,1.67,1.7,10.27
2009090200,14,0.98,1.68,1.94,30.31
2009090200,15,1.62,1.56,2.25,46.02
2009090200,16,2.07,1.23,2.41,59.34
2009090200,17,2.34,0.77,2.46,71.74
2009090200,18,2.46,0.34,2.48,82.12
2009090200,19,2.47,0.04,2.47,89.07
2009090200,20,2.43,-0.2,2.44,94.62
2009090200,21,2.38,-0.48,2.43,101.42
2009090200,22,2.35,-0.87,2.5,110.23
2009090200,23,2.21,-1.16,2.5,117.76
2009090200,24,1.81,-1.13,2.13,121.89
2009090200,25,1.07,-0.6,1.23,119.35
2009090200,26,0.22,0.17,0.28,52.47
2009090200,27,-0.45,0.87,0.98,332.6
2009090200,28,-0.73,1.26,1.45,329.84
2009090200,29,-0.7,1.43,1.59,333.91
2009090200,30,-0.53,1.6,1.68,341.53
2009090200,31,-0.37,1.88,1.92,349.02
2009090200,32,-0.24,2.19,2.21,353.76
2009090200,33,-0.17,2.37,2.38,355.81
2009090200,34,-0.16,2.3,2.31,355.93
2009090200,35,-0.13,2.04,2.05,356.38
2009090200,36,0.03,1.71,1.71,0.97
2009090200,37,0.37,1.37,1.42,15.21
2009090200,38,0.8,1.04,1.31,37.69
2009090200,39,1.17,0.69,1.36,59.5
2009090200,40,1.4,0.33,1.44,76.85
2009090200,41,1.58,-0.04,1.58,91.37
2009090200,42,1.87,-0.38,1.9,101.49
2009090200,43,2.32,-0.69,2.42,106.47
2009090200,44,2.76,-1.01,2.94,110.18
2009090200,45,2.91,-1.43,3.25,116.2
2009090200,46,2.59,-1.95,3.24,126.98
2009090200,47,1.9,-2.32,3,140.61
2009090200,48,1.04,-2.23,2.46,154.9
2009090212,1,0.7,1.19,1.38,30.55
2009090212,2,1.08,1.02,1.48,46.55
2009090212,3,1.37,0.8,1.59,59.77
2009090212,4,1.61,0.54,1.7,71.31
2009090212,5,1.8,0.26,1.82,81.93
2009090212,6,1.96,-0.06,1.96,91.84
2009090212,7,2.09,-0.4,2.13,100.88
2009090212,8,2.19,-0.75,2.32,108.78
2009090212,9,2.24,-1.07,2.49,115.62
2009090212,10,2.21,-1.35,2.59,121.53
2009090212,11,2.02,-1.49,2.51,126.29
2009090212,12,1.61,-1.35,2.1,130.1
2009090212,13,0.93,-0.9,1.29,133.82
2009090212,14,0.19,-0.27,0.34,144.79
2009090212,15,-0.36,0.29,0.47,308.89
2009090212,16,-0.57,0.65,0.86,318.97
2009090212,17,-0.52,0.87,1.02,328.95
2009090212,18,-0.42,1.08,1.16,338.84
2009090212,19,-0.39,1.38,1.43,344.16
2009090212,20,-0.41,1.7,1.75,346.36
2009090212,21,-0.41,1.94,1.98,348.04
2009090212,22,-0.33,2.02,2.05,350.78
2009090212,23,-0.15,1.94,1.94,355.51
2009090212,24,0.12,1.71,1.71,3.88
2009090212,25,0.47,1.35,1.43,19.2
2009090212,26,0.88,0.92,1.27,43.57
2009090212,27,1.3,0.49,1.38,69.4
2009090212,28,1.69,0.09,1.69,86.83
2009090212,29,2.02,-0.28,2.04,97.98
2009090212,30,2.27,-0.69,2.37,106.88
2009090212,31,2.39,-1.13,2.65,115.38
2009090212,32,2.42,-1.55,2.87,122.59
2009090212,33,2.37,-1.81,2.98,127.47
2009090212,34,2.25,-1.86,2.92,129.67
2009090212,35,2.01,-1.75,2.66,130.95
2009090212,36,1.59,-1.54,2.21,133.99
2009090212,37,0.97,-1.29,1.62,143.08
2009090212,38,0.33,-0.97,1.02,161.41
2009090212,39,-0.11,-0.51,0.52,192.62
2009090212,40,-0.19,0.12,0.22,303.41
2009090212,41,0,0.78,0.78,359.84
2009090212,42,0.26,1.27,1.3,11.72
2009090212,43,0.48,1.49,1.56,17.82
2009090212,44,0.66,1.49,1.63,23.91
2009090212,45,0.89,1.44,1.69,31.65
2009090212,46,1.19,1.4,1.84,40.23
2009090212,47,1.49,1.29,1.97,49.19
2009090212,48,1.7,0.95,1.95,60.89
2009090300,1,-0.07,-0.64,0.64,186.1
2009090300,2,-0.75,0.15,0.77,281.54
2009090300,3,-1.05,0.64,1.23,301.45
2009090300,4,-1.06,0.9,1.39,310.34
2009090300,5,-0.89,1.03,1.36,319
2009090300,6,-0.66,1.13,1.31,329.51
2009090300,7,-0.47,1.28,1.36,339.85
2009090300,8,-0.32,1.43,1.46,347.19
2009090300,9,-0.23,1.5,1.52,351.24
2009090300,10,-0.18,1.44,1.46,352.77
2009090300,11,-0.15,1.25,1.26,353.31
2009090300,12,-0.08,0.94,0.95,354.9
2009090300,13,0.04,0.55,0.55,4.03
2009090300,14,0.24,0.16,0.29,55.92
2009090300,15,0.52,-0.13,0.53,104.05
2009090300,16,0.88,-0.26,0.92,106.52
2009090300,17,1.3,-0.36,1.35,105.54
2009090300,18,1.72,-0.59,1.82,109.07
2009090300,19,2.09,-1.07,2.35,117.12
2009090300,20,2.34,-1.67,2.88,125.43
2009090300,21,2.41,-2.21,3.27,132.53
2009090300,22,2.21,-2.53,3.36,138.78
2009090300,23,1.77,-2.55,3.1,145.22
2009090300,24,1.09,-2.21,2.47,153.74
2009090300,25,0.23,-1.51,1.53,171.21
2009090300,26,-0.59,-0.64,0.87,222.34
2009090300,27,-1.11,0.12,1.11,276.23
2009090300,28,-1.15,0.58,1.29,296.9
2009090300,29,-0.84,0.78,1.15,312.88
2009090300,30,-0.38,0.8,0.89,334.81
2009090300,31,0.06,0.75,0.75,4.55
2009090300,32,0.41,0.7,0.81,30.27
2009090300,33,0.63,0.74,0.97,40.29
2009090300,34,0.71,0.91,1.15,37.89
2009090300,35,0.73,1.03,1.26,35.09
2009090300,36,0.78,0.89,1.18,41.48
2009090300,37,0.95,0.33,1.01,71.19
2009090300,38,1.22,-0.45,1.3,110.21
2009090300,39,1.55,-1.16,1.93,126.9
2009090300,40,1.88,-1.59,2.46,130.28
2009090300,41,2.18,-1.8,2.83,129.46
2009090300,42,2.43,-1.9,3.08,128.07
2009090300,43,2.58,-1.99,3.26,127.76
2009090300,44,2.63,-2.08,3.35,128.31
2009090300,45,2.59,-2.12,3.35,129.25
2009090300,46,2.45,-2.1,3.22,130.59
2009090300,47,2.09,-2.04,2.92,134.26
2009090300,48,1.39,-1.97,2.41,144.67
2009090312,1,0.61,0.91,1.09,33.62
2009090312,2,0.62,0.38,0.72,58.29
2009090312,3,0.76,0.02,0.76,88.46
2009090312,4,0.98,-0.22,1.01,102.88
2009090312,5,1.27,-0.44,1.34,109
2009090312,6,1.58,-0.7,1.73,114.03
2009090312,7,1.87,-1.08,2.16,119.92
2009090312,8,2.08,-1.47,2.55,125.27
2009090312,9,2.11,-1.75,2.74,129.75
2009090312,10,1.89,-1.83,2.63,134.06
2009090312,11,1.42,-1.71,2.22,140.44
2009090312,12,0.71,-1.47,1.63,154.29
2009090312,13,-0.18,-1.15,1.16,188.95
2009090312,14,-1.03,-0.77,1.29,233.27
2009090312,15,-1.59,-0.37,1.64,256.77
2009090312,16,-1.68,0.01,1.68,270.47
2009090312,17,-1.43,0.35,1.48,283.82
2009090312,18,-1.07,0.6,1.23,299.13
2009090312,19,-0.78,0.72,1.06,312.8
2009090312,20,-0.56,0.74,0.93,322.74
2009090312,21,-0.4,0.68,0.79,329.61
2009090312,22,-0.28,0.59,0.65,334.73
2009090312,23,-0.16,0.42,0.45,338.77
2009090312,24,-0.03,0.13,0.14,347.08
2009090312,25,0.14,-0.27,0.3,152.46
2009090312,26,0.39,-0.73,0.82,151.83
2009090312,27,0.75,-1.13,1.36,146.58
2009090312,28,1.22,-1.42,1.87,139.23
2009090312,29,1.7,-1.61,2.35,133.47
2009090312,30,2.05,-1.78,2.71,130.98
2009090312,31,2.15,-1.95,2.91,132.17
2009090312,32,2.09,-2.12,2.97,135.4
2009090312,33,1.94,-2.24,2.97,139.03
2009090312,34,1.79,-2.29,2.9,141.93
2009090312,35,1.52,-2.21,2.68,145.46
2009090312,36,0.98,-1.94,2.17,153.27
2009090312,37,0.1,-1.46,1.47,175.93
2009090312,38,-0.83,-0.86,1.2,224.12
2009090312,39,-1.48,-0.23,1.49,260.99
2009090312,40,-1.58,0.3,1.6,280.93
2009090312,41,-1.3,0.69,1.47,297.89
2009090312,42,-0.91,0.85,1.24,313.11
2009090312,43,-0.62,0.76,0.99,320.84
2009090312,44,-0.47,0.56,0.74,320.11
2009090312,45,-0.43,0.42,0.6,314.05
2009090312,46,-0.47,0.43,0.64,312.49
2009090312,47,-0.55,0.5,0.75,312.05
2009090312,48,-0.64,0.45,0.78,305.56
2009090400,1,-0.41,-1.05,1.13,201.56
2009090400,2,-1.08,-0.61,1.24,240.62
2009090400,3,-1.27,-0.18,1.29,261.73
2009090400,4,-1.1,0.2,1.12,280.06
2009090400,5,-0.66,0.52,0.84,308.36
2009090400,6,-0.05,0.79,0.79,356.05
2009090400,7,0.61,0.98,1.16,32.09
2009090400,8,1.22,1,1.58,50.85
2009090400,9,1.64,0.73,1.8,65.96
2009090400,10,1.78,0.15,1.79,85.15
2009090400,11,1.72,-0.51,1.79,106.61
2009090400,12,1.56,-0.95,1.83,121.45
2009090400,13,1.42,-0.97,1.72,124.39
2009090400,14,1.36,-0.75,1.56,118.89
2009090400,15,1.47,-0.6,1.59,112.05
2009090400,16,1.77,-0.72,1.91,112.13
2009090400,17,2.15,-1.06,2.4,116.3
2009090400,18,2.47,-1.5,2.89,121.15
2009090400,19,2.62,-1.9,3.24,125.88
2009090400,20,2.61,-2.2,3.41,130.13
2009090400,21,2.48,-2.35,3.41,133.47
2009090400,22,2.26,-2.31,3.23,135.67
2009090400,23,1.9,-2.13,2.85,138.18
2009090400,24,1.34,-1.84,2.28,143.99
2009090400,25,0.56,-1.52,1.61,159.86
2009090400,26,-0.27,-1.16,1.19,193.13
2009090400,27,-0.91,-0.79,1.21,228.83
2009090400,28,-1.18,-0.43,1.26,249.88
2009090400,29,-1.17,-0.11,1.17,264.44
2009090400,30,-0.98,0.13,0.99,277.51
2009090400,31,-0.75,0.27,0.8,289.95
2009090400,32,-0.55,0.34,0.65,302.05
2009090400,33,-0.46,0.39,0.6,310.48
2009090400,34,-0.51,0.43,0.67,310.16
2009090400,35,-0.63,0.42,0.76,303.35
2009090400,36,-0.71,0.28,0.77,291.07
2009090400,37,-0.67,-0.05,0.67,265.99
2009090400,38,-0.55,-0.52,0.75,226.89
2009090400,39,-0.43,-1.08,1.16,201.9
2009090400,40,-0.38,-1.66,1.71,192.95
2009090400,41,-0.42,-2.17,2.21,190.94
2009090400,42,-0.55,-2.47,2.53,192.56
2009090400,43,-0.77,-2.5,2.62,196.99
2009090400,44,-0.97,-2.37,2.56,202.33
2009090400,45,-1.07,-2.23,2.47,205.64
2009090400,46,-0.99,-2.18,2.4,204.5
2009090400,47,-0.89,-2.12,2.3,202.65
2009090400,48,-0.94,-1.91,2.13,206.12
2009090412,1,0.78,-1.15,1.39,145.86
2009090412,2,0.93,-1.14,1.47,140.95
2009090412,3,1.17,-1.26,1.72,136.91
2009090412,4,1.48,-1.45,2.07,134.43
2009090412,5,1.82,-1.71,2.5,133.25
2009090412,6,2.18,-2.03,2.98,132.98
2009090412,7,2.51,-2.37,3.45,133.3
2009090412,8,2.7,-2.6,3.75,133.9
2009090412,9,2.6,-2.57,3.66,134.72
2009090412,10,2.13,-2.21,3.07,136.13
2009090412,11,1.45,-1.71,2.24,139.69
2009090412,12,0.8,-1.33,1.55,148.97
2009090412,13,0.35,-1.26,1.31,164.38
2009090412,14,0.06,-1.34,1.34,177.56
2009090412,15,-0.19,-1.33,1.34,187.95
2009090412,16,-0.45,-1.07,1.16,202.77
2009090412,17,-0.69,-0.67,0.96,225.9
2009090412,18,-0.83,-0.31,0.88,249.8
2009090412,19,-0.83,-0.12,0.83,261.9
2009090412,20,-0.73,-0.03,0.73,267.39
2009090412,21,-0.61,0.07,0.61,276.47
2009090412,22,-0.53,0.27,0.59,296.73
2009090412,23,-0.47,0.47,0.66,315.18
2009090412,24,-0.37,0.54,0.66,325.43
2009090412,25,-0.22,0.37,0.43,329.8
2009090412,26,-0.02,-0.03,0.04,218.91
2009090412,27,0.17,-0.62,0.64,164.59
2009090412,28,0.32,-1.34,1.38,166.46
2009090412,29,0.38,-2.03,2.06,169.45
2009090412,30,0.28,-2.5,2.51,173.68
2009090412,31,0,-2.62,2.62,180
2009090412,32,-0.31,-2.53,2.55,186.92
2009090412,33,-0.46,-2.41,2.46,190.82
2009090412,34,-0.36,-2.4,2.43,188.55
2009090412,35,-0.24,-2.38,2.4,185.65
2009090412,36,-0.4,-2.2,2.24,190.3
2009090412,37,-1.05,-1.74,2.03,211.1
2009090412,38,-1.9,-1.09,2.19,240.1
2009090412,39,-2.54,-0.41,2.58,260.92
2009090412,40,-2.69,0.19,2.7,273.97
2009090412,41,-2.48,0.64,2.56,284.47
2009090412,42,-2.15,0.92,2.34,293.26
2009090412,43,-1.9,1.03,2.16,298.52
2009090412,44,-1.79,1.07,2.08,300.87
2009090412,45,-1.8,1.15,2.14,302.52
2009090412,46,-1.93,1.37,2.37,305.38
2009090412,47,-2.04,1.7,2.66,309.83
2009090412,48,-1.97,2.07,2.86,316.47
2009090500,1,0.69,-1.87,1.99,159.78
2009090500,2,0.23,-1.99,2,173.53
2009090500,3,-0.1,-1.64,1.64,183.49
2009090500,4,-0.31,-1,1.04,197.31
2009090500,5,-0.42,-0.32,0.53,232.82
2009090500,6,-0.46,0.1,0.47,282.05
2009090500,7,-0.44,0.09,0.45,280.95
2009090500,8,-0.4,-0.13,0.42,252.5
2009090500,9,-0.36,-0.19,0.41,241.28
2009090500,10,-0.34,0.1,0.35,286.3
2009090500,11,-0.33,0.52,0.62,327.49
2009090500,12,-0.3,0.71,0.77,337.17
2009090500,13,-0.22,0.42,0.48,332.14
2009090500,14,-0.11,-0.18,0.21,212.47
2009090500,15,0.01,-0.82,0.82,179.15
2009090500,16,0.13,-1.3,1.3,174.24
2009090500,17,0.2,-1.62,1.64,173.08
2009090500,18,0.16,-1.88,1.89,175.12
2009090500,19,-0.01,-2.13,2.13,180.17
2009090500,20,-0.24,-2.35,2.36,185.87
2009090500,21,-0.46,-2.5,2.54,190.41
2009090500,22,-0.61,-2.53,2.61,193.55
2009090500,23,-0.79,-2.39,2.52,198.29
2009090500,24,-1.13,-2,2.3,209.43
2009090500,25,-1.7,-1.35,2.17,231.56
2009090500,26,-2.3,-0.57,2.37,256.04
2009090500,27,-2.67,0.13,2.68,272.8
2009090500,28,-2.65,0.61,2.72,282.97
2009090500,29,-2.36,0.89,2.52,290.71
2009090500,30,-2.02,1.04,2.28,297.32
2009090500,31,-1.82,1.14,2.15,301.96
2009090500,32,-1.77,1.21,2.15,304.45
2009090500,33,-1.84,1.32,2.27,305.66
2009090500,34,-2.01,1.5,2.51,306.79
2009090500,35,-2.18,1.77,2.81,309.03
2009090500,36,-2.27,2.13,3.11,313.22
2009090500,37,-2.18,2.57,3.37,319.59
2009090500,38,-1.91,2.91,3.48,326.76
2009090500,39,-1.43,2.97,3.29,334.33
2009090500,40,-0.77,2.61,2.72,343.62
2009090500,41,-0.07,1.94,1.94,357.82
2009090500,42,0.47,1.12,1.21,23.01
2009090500,43,0.74,0.3,0.8,67.55
2009090500,44,0.71,-0.42,0.82,121.01
2009090500,45,0.42,-1.01,1.09,157.43
2009090500,46,-0.08,-1.37,1.37,183.31
2009090500,47,-0.65,-1.37,1.52,205.46
2009090500,48,-1.16,-0.89,1.46,232.36
2009090512,1,0.15,-0.69,0.71,167.59
2009090512,2,0.07,-1.12,1.12,176.23
2009090512,3,0.03,-1.53,1.53,178.69
2009090512,4,0.01,-1.9,1.9,179.57
2009090512,5,-0.02,-2.21,2.21,180.4
2009090512,6,-0.08,-2.43,2.43,181.98
2009090512,7,-0.21,-2.53,2.54,184.8
2009090512,8,-0.39,-2.53,2.56,188.74
2009090512,9,-0.6,-2.49,2.56,193.51
2009090512,10,-0.83,-2.42,2.55,198.93
2009090512,11,-1.11,-2.26,2.52,206.12
2009090512,12,-1.48,-1.96,2.45,217.01
2009090512,13,-1.95,-1.48,2.44,232.76
2009090512,14,-2.42,-0.91,2.58,249.31
2009090512,15,-2.76,-0.39,2.78,262.05
2009090512,16,-2.88,0.01,2.88,270.17
2009090512,17,-2.8,0.3,2.81,276.19
2009090512,18,-2.57,0.57,2.64,282.43
2009090512,19,-2.27,0.85,2.42,290.49
2009090512,20,-1.98,1.12,2.27,299.55
2009090512,21,-1.8,1.34,2.24,306.71
2009090512,22,-1.8,1.5,2.34,309.65
2009090512,23,-1.92,1.68,2.55,311.22
2009090512,24,-2.03,2.02,2.86,314.89
2009090512,25,-2.03,2.56,3.27,321.54
2009090512,26,-1.84,3,3.52,328.38
2009090512,27,-1.38,2.95,3.26,334.83
2009090512,28,-0.64,2.17,2.26,343.68
2009090512,29,0.16,1.02,1.03,9.07
2009090512,30,0.71,-0.03,0.71,92.35
2009090512,31,0.79,-0.6,0.99,127.4
2009090512,32,0.48,-0.81,0.95,149.25
2009090512,33,-0.03,-0.89,0.89,181.96
2009090512,34,-0.6,-1,1.17,210.98
2009090512,35,-1.13,-0.98,1.49,229.02
2009090512,36,-1.52,-0.6,1.64,248.51
2009090512,37,-1.73,0.26,1.75,278.46
2009090512,38,-1.79,1.28,2.2,305.63
2009090512,39,-1.76,2.06,2.71,319.44
2009090512,40,-1.7,2.28,2.85,323.28
2009090512,41,-1.65,2.14,2.7,322.39
2009090512,42,-1.61,1.92,2.51,319.88
2009090512,43,-1.62,1.84,2.45,318.73
2009090512,44,-1.61,1.86,2.46,319.13
2009090512,45,-1.55,1.85,2.41,320.14
2009090512,46,-1.39,1.71,2.2,320.96
2009090512,47,-1.17,1.41,1.83,320.31
2009090512,48,-0.96,0.96,1.36,314.91
2009090600,1,-0.89,-1.91,2.11,205.01
2009090600,2,-1.59,-1.59,2.25,224.98
2009090600,3,-2.02,-1.09,2.29,241.5
2009090600,4,-2.22,-0.5,2.28,257.3
2009090600,5,-2.25,0.09,2.26,272.28
2009090600,6,-2.14,0.57,2.22,284.91
2009090600,7,-1.94,0.87,2.13,294.11
2009090600,8,-1.75,1.05,2.04,300.89
2009090600,9,-1.68,1.2,2.06,305.59
2009090600,10,-1.79,1.41,2.28,308.22
2009090600,11,-1.99,1.71,2.62,310.61
2009090600,12,-2.14,2.11,3.01,314.6
2009090600,13,-2.13,2.61,3.37,320.79
2009090600,14,-1.95,3.05,3.62,327.34
2009090600,15,-1.65,3.25,3.64,333.1
2009090600,16,-1.23,3.06,3.3,338.06
2009090600,17,-0.73,2.51,2.61,343.81
2009090600,18,-0.15,1.65,1.66,354.85
2009090600,19,0.45,0.6,0.75,36.73
2009090600,20,0.83,-0.43,0.93,117.29
2009090600,21,0.72,-1.15,1.36,147.84
2009090600,22,-0.02,-1.35,1.35,180.82
2009090600,23,-1.05,-1.07,1.5,224.45
2009090600,24,-1.9,-0.38,1.94,258.62
2009090600,25,-2.23,0.59,2.31,284.74
2009090600,26,-2.18,1.56,2.68,305.66
2009090600,27,-2.02,2.23,3.01,317.94
2009090600,28,-1.95,2.38,3.08,320.68
2009090600,29,-1.97,2.18,2.94,317.89
2009090600,30,-2,1.9,2.76,313.47
2009090600,31,-1.99,1.75,2.65,311.27
2009090600,32,-1.97,1.72,2.61,311.14
2009090600,33,-1.97,1.74,2.63,311.43
2009090600,34,-2.02,1.74,2.66,310.75
2009090600,35,-2.05,1.67,2.64,309.26
2009090600,36,-1.98,1.51,2.49,307.33
2009090600,37,-1.76,1.22,2.14,304.82
2009090600,38,-1.4,0.82,1.62,300.5
2009090600,39,-0.95,0.34,1.01,289.85
2009090600,40,-0.47,-0.2,0.51,247.22
2009090600,41,-0.05,-0.82,0.82,183.72
2009090600,42,0.21,-1.53,1.55,172.35
2009090600,43,0.23,-2.33,2.34,174.48
2009090600,44,0.01,-3.04,3.04,179.74
2009090600,45,-0.4,-3.44,3.46,186.6
2009090600,46,-0.97,-3.38,3.52,195.92
2009090600,47,-1.59,-2.94,3.34,208.31
2009090600,48,-2.14,-2.24,3.1,223.68
2009090612,1,-1.54,2,2.52,322.49
2009090612,2,-1.26,2.03,2.39,328.17
2009090612,3,-0.97,2.02,2.24,334.44
2009090612,4,-0.67,1.94,2.05,340.91
2009090612,5,-0.35,1.68,1.71,348.31
2009090612,6,0.04,1.11,1.11,2.07
2009090612,7,0.48,0.2,0.52,67.17
2009090612,8,0.79,-0.8,1.13,135.14
2009090612,9,0.75,-1.56,1.73,154.16
2009090612,10,0.23,-1.81,1.82,172.87
2009090612,11,-0.57,-1.54,1.64,200.28
2009090612,12,-1.32,-0.79,1.54,239.02
2009090612,13,-1.78,0.33,1.81,280.38
2009090612,14,-1.98,1.48,2.47,306.85
2009090612,15,-2.02,2.29,3.05,318.68
2009090612,16,-1.98,2.49,3.18,321.49
2009090612,17,-1.92,2.26,2.97,319.66
2009090612,18,-1.87,1.91,2.67,315.63
2009090612,19,-1.86,1.69,2.51,312.24
2009090612,20,-1.89,1.61,2.48,310.33
2009090612,21,-1.96,1.62,2.54,309.6
2009090612,22,-2.05,1.68,2.65,309.28
2009090612,23,-2.14,1.68,2.72,308.2
2009090612,24,-2.16,1.51,2.64,304.97
2009090612,25,-2.1,1.11,2.37,297.95
2009090612,26,-1.91,0.6,2,287.59
2009090612,27,-1.57,0.16,1.58,275.94
2009090612,28,-1.09,-0.1,1.1,264.55
2009090612,29,-0.59,-0.37,0.69,238.01
2009090612,30,-0.2,-0.86,0.88,193.05
2009090612,31,-0.05,-1.72,1.72,181.59
